id,gender,has_car_and_property,income_type,education_type,family_status,housing_type,occupation_type,amount_income_total
6396986,Female,1,Working,Higher education,Married,House / apartment,Medicine staff,157500.0
5010366,Female,1,Working,Higher education,Separated,House / apartment,Medicine staff,157500.0
5011010,Female,1,Working,Secondary / secondary special,Married,House / apartment,Sales staff,157500.0
6472418,Female,1,Working,Secondary / secondary special,Married,House / apartment,Sales staff,157500.0
5978810,Female,1,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,157500.0
6152053,Male,1,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,157500.0
6737034,Male,1,Working,Secondary / secondary special,Married,With parents,Cooking staff,157500.0
6631430,Female,1,Working,Higher education,Married,House / apartment,Core staff,157500.0
5010365,Female,1,Working,Higher education,Separated,House / apartment,Medicine staff,157500.0
6728554,Female,1,Working,Incomplete higher,Civil marriage,House / apartment,Core staff,157500.0
6611682,Male,1,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,157500.0
5022417,Female,1,Working,Higher education,Married,With parents,High skill tech staff,157500.0
6297042,Female,1,Working,Secondary / secondary special,Married,House / apartment,Sales staff,157500.0
7010370,Female,1,Working,Higher education,Separated,House / apartment,Medicine staff,157500.0
5988500,Female,1,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,157500.0
6277323,Female,1,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,157500.0
5010368,Female,1,Working,Higher education,Separated,House / apartment,Medicine staff,157500.0
5011002,Female,1,Working,Secondary / secondary special,Married,House / apartment,Sales staff,157500.0
6728551,Female,1,Working,Incomplete higher,Civil marriage,House / apartment,Core staff,157500.0
5548998,Female,1,Working,Secondary / secondary special,Married,House / apartment,Sales staff,157500.0
6065153,Male,1,Working,Higher education,Married,House / apartment,High skill tech staff,157500.0
6611685,Male,1,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,157500.0
5978984,Female,1,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,157500.0
6152052,Male,1,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,157500.0
6297580,Male,1,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,157500.0
6737032,Male,1,Working,Secondary / secondary special,Married,With parents,Cooking staff,157500.0
5944328,Female,1,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,157500.0
6297582,Male,1,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,157500.0
6472422,Female,1,Working,Secondary / secondary special,Married,House / apartment,Sales staff,157500.0
7723764,Female,1,Working,Higher education,Married,House / apartment,Medicine staff,157500.0
5680162,Female,1,Working,Higher education,Married,House / apartment,Core staff,157500.0
6261586,Male,1,Working,Secondary / secondary special,Civil marriage,With parents,Core staff,157500.0
5770823,Female,1,Working,Secondary / secondary special,Married,House / apartment,Sales staff,157500.0
6728548,Female,1,Working,Incomplete higher,Civil marriage,House / apartment,Core staff,157500.0
5010370,Female,1,Working,Higher education,Separated,House / apartment,Medicine staff,157500.0
6728545,Female,1,Working,Incomplete higher,Civil marriage,House / apartment,Core staff,157500.0
6602541,Male,1,Working,Incomplete higher,Married,House / apartment,Core staff,157500.0
6297584,Male,1,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,157500.0
5906014,Male,1,Working,Incomplete higher,Married,House / apartment,High skill tech staff,157500.0
5011007,Female,1,Working,Secondary / secondary special,Married,House / apartment,Sales staff,157500.0
6737031,Male,1,Working,Secondary / secondary special,Married,With parents,Cooking staff,157500.0
6509176,Male,1,Working,Secondary / secondary special,Married,With parents,Sales staff,157500.0
6424551,Female,1,Working,Academic degree,Married,House / apartment,Core staff,157500.0
6261583,Male,1,Working,Secondary / secondary special,Civil marriage,With parents,Core staff,157500.0
6297588,Male,1,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,157500.0
6602540,Male,1,Working,Incomplete higher,Married,House / apartment,Core staff,157500.0
6261588,Male,1,Working,Secondary / secondary special,Civil marriage,With parents,Core staff,157500.0
6661344,Female,1,Working,Higher education,Married,House / apartment,High skill tech staff,157500.0
6297585,Male,1,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,157500.0
6728550,Female,1,Working,Incomplete higher,Civil marriage,House / apartment,Core staff,157500.0
5113315,Female,1,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,153000.0
6292393,Female,1,Working,Secondary / secondary special,Single / not married,House / apartment,Medicine staff,153000.0
6292392,Female,1,Working,Secondary / secondary special,Single / not married,House / apartment,Medicine staff,153000.0
6737727,Female,1,Working,Secondary / secondary special,Married,House / apartment,Sales staff,153000.0
6046993,Female,1,Working,Higher education,Married,House / apartment,Medicine staff,144000.0
5155918,Female,1,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,144000.0
6590474,Female,1,Working,Secondary / secondary special,Married,House / apartment,Core staff,144000.0
6046989,Female,1,Working,Higher education,Married,House / apartment,Medicine staff,144000.0
6763817,Female,1,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,144000.0
6590473,Female,1,Working,Secondary / secondary special,Married,House / apartment,Core staff,144000.0
6590476,Female,1,Working,Secondary / secondary special,Married,House / apartment,Core staff,144000.0
6763818,Female,1,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,144000.0
6763823,Female,1,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,144000.0
5344333,Female,1,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,135000.0
6363309,Female,1,Working,Higher education,Single / not married,House / apartment,HR staff,135000.0
6723155,Male,1,Working,Higher education,Married,Rented apartment,High skill tech staff,135000.0
6604905,Male,1,Working,Secondary / secondary special,Married,House / apartment,Sales staff,135000.0
6611440,Female,1,Working,Higher education,Single / not married,House / apartment,Core staff,135000.0
6800938,Male,1,Working,Higher education,Married,House / apartment,High skill tech staff,135000.0
6693446,Female,1,Working,Higher education,Single / not married,House / apartment,Core staff,135000.0
5680434,Female,1,Working,Higher education,Married,House / apartment,Core staff,135000.0
5928870,Female,1,Working,Secondary / secondary special,Married,House / apartment,Sales staff,135000.0
6591948,Male,1,Working,Secondary / secondary special,Married,House / apartment,Security staff,135000.0
5919397,Female,1,Working,Higher education,Married,House / apartment,Core staff,135000.0
5317994,Female,1,Working,Higher education,Married,With parents,Core staff,135000.0
6591143,Female,1,Working,Secondary / secondary special,Married,House / apartment,Waiters/barmen staff,135000.0
5090324,Male,1,Working,Higher education,Married,House / apartment,High skill tech staff,135000.0
5918954,Female,1,Working,Higher education,Married,House / apartment,Core staff,135000.0
5738748,Male,1,Working,Higher education,Married,House / apartment,Core staff,135000.0
6798501,Male,1,Working,Secondary / secondary special,Married,House / apartment,Security staff,135000.0
5738752,Male,1,Working,Higher education,Married,House / apartment,Core staff,135000.0
5823289,Female,1,Working,Secondary / secondary special,Married,House / apartment,Private service staff,135000.0
5892096,Male,1,Working,Higher education,Married,House / apartment,Sales staff,135000.0
6398259,Female,1,Working,Secondary / secondary special,Married,Municipal apartment,Sales staff,135000.0
6658880,Female,1,Working,Incomplete higher,Civil marriage,House / apartment,Sales staff,135000.0
5196649,Female,1,Working,Secondary / secondary special,Married,House / apartment,Sales staff,135000.0
5822760,Female,1,Working,Higher education,Married,House / apartment,Core staff,135000.0
6759474,Male,1,Working,Secondary / secondary special,Married,House / apartment,Sales staff,135000.0
6591946,Male,1,Working,Secondary / secondary special,Married,House / apartment,Security staff,135000.0
5928869,Female,1,Working,Secondary / secondary special,Married,House / apartment,Sales staff,135000.0
5317988,Female,1,Working,Higher education,Married,With parents,Core staff,135000.0
6398258,Female,1,Working,Secondary / secondary special,Married,Municipal apartment,Sales staff,135000.0
6612300,Male,1,Working,Secondary / secondary special,Married,House / apartment,Cooking staff,135000.0
6591943,Male,1,Working,Secondary / secondary special,Married,House / apartment,Security staff,135000.0
6842762,Female,1,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,135000.0
6591142,Female,1,Working,Secondary / secondary special,Married,House / apartment,Waiters/barmen staff,135000.0
5046308,Female,1,Working,Higher education,Married,House / apartment,Sales staff,135000.0
5727323,Female,1,Working,Secondary / secondary special,Married,House / apartment,Core staff,135000.0
6398261,Female,1,Working,Secondary / secondary special,Married,Municipal apartment,Sales staff,135000.0
5343936,Female,1,Working,Higher education,Civil marriage,House / apartment,Sales staff,135000.0
6586612,Female,1,Working,Secondary / secondary special,Married,House / apartment,Security staff,135000.0
5822761,Female,1,Working,Higher education,Married,House / apartment,Core staff,135000.0
5580167,Female,1,Working,Secondary / secondary special,Separated,House / apartment,Sales staff,135000.0
6591145,Female,1,Working,Secondary / secondary special,Married,House / apartment,Waiters/barmen staff,135000.0
5028378,Male,1,Working,Secondary / secondary special,Married,House / apartment,Sales staff,135000.0
6723153,Male,1,Working,Higher education,Married,Rented apartment,High skill tech staff,135000.0
6398256,Female,1,Working,Secondary / secondary special,Married,Municipal apartment,Sales staff,135000.0
5315155,Female,1,Working,Secondary / secondary special,Married,Municipal apartment,Sales staff,135000.0
6296870,Male,1,Working,Higher education,Married,House / apartment,Core staff,135000.0
6591950,Male,1,Working,Secondary / secondary special,Married,House / apartment,Security staff,135000.0
5580168,Female,1,Working,Secondary / secondary special,Separated,House / apartment,Sales staff,135000.0
5861002,Female,1,Working,Secondary / secondary special,Married,House / apartment,Sales staff,135000.0
6723146,Male,1,Working,Higher education,Married,Rented apartment,High skill tech staff,135000.0
6229130,Female,1,Working,Higher education,Civil marriage,House / apartment,Sales staff,135000.0
5317991,Female,1,Working,Higher education,Married,With parents,Core staff,135000.0
6591953,Male,1,Working,Secondary / secondary special,Married,House / apartment,Security staff,135000.0
6591941,Male,1,Working,Secondary / secondary special,Married,House / apartment,Security staff,135000.0
6591949,Male,1,Working,Secondary / secondary special,Married,House / apartment,Security staff,135000.0
5317996,Female,1,Working,Higher education,Married,With parents,Core staff,135000.0
5928880,Female,1,Working,Secondary / secondary special,Married,House / apartment,Sales staff,135000.0
7798500,Male,1,Working,Secondary / secondary special,Married,House / apartment,Security staff,135000.0
5680435,Female,1,Working,Higher education,Married,House / apartment,Core staff,135000.0
7069167,Male,1,Working,Secondary / secondary special,Married,House / apartment,Sales staff,135000.0
6801816,Male,1,Working,Secondary / secondary special,Married,With parents,Sales staff,135000.0
6612303,Male,1,Working,Secondary / secondary special,Married,House / apartment,Cooking staff,135000.0
5344329,Female,1,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,135000.0
6723156,Male,1,Working,Higher education,Married,Rented apartment,High skill tech staff,135000.0
6138368,Female,1,Working,Secondary / secondary special,Single / not married,With parents,Core staff,135000.0
6798502,Male,1,Working,Secondary / secondary special,Married,House / apartment,Security staff,135000.0
6006997,Male,1,Working,Higher education,Separated,House / apartment,Core staff,135000.0
6152162,Male,1,Working,Secondary / secondary special,Married,House / apartment,Core staff,135000.0
5760322,Female,1,Working,Secondary / secondary special,Married,House / apartment,Sales staff,135000.0
5727324,Female,1,Working,Secondary / secondary special,Married,House / apartment,Core staff,135000.0
7610103,Female,1,Working,Secondary / secondary special,Married,House / apartment,Sales staff,135000.0
5892098,Male,1,Working,Higher education,Married,House / apartment,Sales staff,135000.0
5978611,Female,1,Working,Secondary / secondary special,Single / not married,House / apartment,Sales staff,135000.0
5807120,Female,1,Working,Higher education,Married,House / apartment,Medicine staff,135000.0
5148837,Female,1,Working,Higher education,Married,House / apartment,Sales staff,135000.0
6008874,Female,1,Working,Secondary / secondary special,Married,House / apartment,Sales staff,135000.0
5918577,Female,1,Working,Higher education,Married,With parents,Core staff,135000.0
5691751,Female,1,Working,Secondary / secondary special,Married,House / apartment,Core staff,130050.0
5010975,Male,1,Working,Higher education,Married,House / apartment,Sales staff,126000.0
6560491,Female,1,Working,Secondary / secondary special,Single / not married,House / apartment,Core staff,126000.0
6539425,Female,1,Working,Secondary / secondary special,Single / not married,House / apartment,Core staff,126000.0
6311931,Male,1,Working,Higher education,Married,House / apartment,IT staff,126000.0
5707217,Female,1,Working,Secondary / secondary special,Married,House / apartment,Cooking staff,121500.0
5343422,Female,1,Working,Secondary / secondary special,Married,House / apartment,Waiters/barmen staff,121500.0
7010570,Female,1,Working,Higher education,Married,House / apartment,Sales staff,121500.0
5343427,Female,1,Working,Secondary / secondary special,Married,House / apartment,Waiters/barmen staff,121500.0
5343428,Female,1,Working,Secondary / secondary special,Married,House / apartment,Waiters/barmen staff,121500.0
6089556,Female,1,Working,Higher education,Single / not married,House / apartment,High skill tech staff,121500.0
6089554,Female,1,Working,Higher education,Single / not married,House / apartment,High skill tech staff,121500.0
6140615,Male,1,Working,Higher education,Married,House / apartment,IT staff,121500.0
5010564,Female,1,Working,Higher education,Married,House / apartment,Sales staff,121500.0
5166835,Female,1,Working,Higher education,Married,House / apartment,Core staff,117000.0
5907602,Female,1,Working,Secondary / secondary special,Married,House / apartment,Core staff,117000.0
6291563,Female,1,Working,Secondary / secondary special,Married,House / apartment,Sales staff,117000.0
7282784,Male,1,Working,Secondary / secondary special,Single / not married,House / apartment,Core staff,117000.0
5994022,Female,1,Working,Higher education,Married,House / apartment,Core staff,117000.0
6803003,Female,1,Working,Secondary / secondary special,Civil marriage,House / apartment,Sales staff,112500.0
5743554,Female,1,Working,Secondary / secondary special,Married,House / apartment,Core staff,112500.0
5680634,Female,1,Working,Secondary / secondary special,Married,House / apartment,Cooking staff,112500.0
5010088,Female,1,Working,Incomplete higher,Single / not married,With parents,Sales staff,112500.0
5918250,Female,1,Working,Secondary / secondary special,Married,House / apartment,Sales staff,112500.0
6046455,Female,1,Working,Higher education,Married,House / apartment,Core staff,112500.0
6803000,Female,1,Working,Secondary / secondary special,Civil marriage,House / apartment,Sales staff,112500.0
5883440,Female,1,Working,Secondary / secondary special,Civil marriage,Rented apartment,Medicine staff,112500.0
5189648,Male,1,Working,Higher education,Single / not married,House / apartment,Sales staff,112500.0
6723049,Female,1,Working,Secondary / secondary special,Married,House / apartment,Sales staff,112500.0
5680135,Female,1,Working,Higher education,Married,With parents,Core staff,112500.0
5683585,Female,1,Working,Higher education,Married,House / apartment,Sales staff,112500.0
5796831,Female,1,Working,Secondary / secondary special,Married,House / apartment,Sales staff,112500.0
6135033,Female,1,Working,Higher education,Married,House / apartment,Core staff,112500.0
6665586,Female,1,Working,Secondary / secondary special,Married,House / apartment,Sales staff,112500.0
6507424,Female,1,Working,Secondary / secondary special,Married,House / apartment,Sales staff,112500.0
6099513,Female,1,Working,Secondary / secondary special,Married,House / apartment,Cleaning staff,112500.0
5929314,Female,1,Working,Higher education,Married,House / apartment,High skill tech staff,112500.0
6135034,Female,1,Working,Higher education,Married,House / apartment,Core staff,112500.0
6099515,Female,1,Working,Secondary / secondary special,Married,House / apartment,Cleaning staff,112500.0
5796826,Female,1,Working,Secondary / secondary special,Married,House / apartment,Sales staff,112500.0
5680132,Female,1,Working,Higher education,Married,With parents,Core staff,112500.0
6052435,Female,1,Working,Higher education,Married,House / apartment,High skill tech staff,112500.0
5906006,Female,1,Working,Secondary / secondary special,Civil marriage,Co-op apartment,Sales staff,112500.0
5929311,Female,1,Working,Higher education,Married,House / apartment,High skill tech staff,112500.0
5743552,Female,1,Working,Secondary / secondary special,Married,House / apartment,Core staff,112500.0
5906005,Female,1,Working,Secondary / secondary special,Civil marriage,Co-op apartment,Sales staff,112500.0
6727985,Female,1,Working,Secondary / secondary special,Married,House / apartment,Sales staff,112500.0
6052436,Female,1,Working,Higher education,Married,House / apartment,High skill tech staff,112500.0
5189647,Male,1,Working,Higher education,Single / not married,House / apartment,Sales staff,112500.0
5559216,Female,1,Working,Secondary / secondary special,Married,House / apartment,Sales staff,112500.0
5883443,Female,1,Working,Secondary / secondary special,Civil marriage,Rented apartment,Medicine staff,112500.0
5906008,Female,1,Working,Secondary / secondary special,Civil marriage,Co-op apartment,Sales staff,112500.0
5796834,Female,1,Working,Secondary / secondary special,Married,House / apartment,Sales staff,112500.0
6785870,Female,1,Working,Higher education,Separated,House / apartment,Core staff,112500.0
6394994,Male,1,Working,Higher education,Single / not married,House / apartment,Core staff,112500.0
5236135,Female,1,Working,Higher education,Single / not married,House / apartment,Sales staff,112500.0
7683594,Female,1,Working,Higher education,Married,House / apartment,Sales staff,112500.0
5010517,Male,1,Working,Secondary / secondary special,Married,House / apartment,Sales staff,112500.0
5796833,Female,1,Working,Secondary / secondary special,Married,House / apartment,Sales staff,112500.0
6803011,Female,1,Working,Secondary / secondary special,Civil marriage,House / apartment,Sales staff,112500.0
5189646,Male,1,Working,Higher education,Single / not married,House / apartment,Sales staff,112500.0
5975332,Male,1,Working,Secondary / secondary special,Married,House / apartment,Security staff,112500.0
6507426,Female,1,Working,Secondary / secondary special,Married,House / apartment,Sales staff,112500.0
6803010,Female,1,Working,Secondary / secondary special,Civil marriage,House / apartment,Sales staff,112500.0
6035962,Male,1,Working,Secondary / secondary special,Single / not married,House / apartment,High skill tech staff,112500.0
6046453,Female,1,Working,Higher education,Married,House / apartment,Core staff,112500.0
5068175,Female,1,Working,Secondary / secondary special,Married,House / apartment,Sales staff,112500.0
6099507,Female,1,Working,Secondary / secondary special,Married,House / apartment,Cleaning staff,112500.0
6690184,Female,1,Working,Secondary / secondary special,Single / not married,House / apartment,Sales staff,112500.0
5837797,Male,1,Working,Secondary / secondary special,Married,House / apartment,Security staff,112500.0
5010516,Male,1,Working,Secondary / secondary special,Married,House / apartment,Sales staff,112500.0
7126036,Female,1,Working,Secondary / secondary special,Separated,House / apartment,Cleaning staff,108000.0
5808176,Female,1,Working,Secondary / secondary special,Single / not married,House / apartment,High skill tech staff,108000.0
5808175,Female,1,Working,Secondary / secondary special,Single / not married,House / apartment,High skill tech staff,108000.0
6141049,Female,1,Working,Secondary / secondary special,Civil marriage,House / apartment,Sales staff,103500.0
5542468,Female,1,Working,Secondary / secondary special,Civil marriage,House / apartment,Sales staff,100350.0
5629089,Female,1,Working,Secondary / secondary special,Married,House / apartment,Sales staff,99000.0
6259066,Female,1,Working,Higher education,Married,House / apartment,High skill tech staff,94500.0
7259069,Female,1,Working,Higher education,Married,House / apartment,High skill tech staff,94500.0
6259067,Female,1,Working,Higher education,Married,House / apartment,High skill tech staff,94500.0
5169560,Female,1,Working,Secondary / secondary special,Married,House / apartment,Sales staff,90000.0
6519196,Female,1,Working,Secondary / secondary special,Married,House / apartment,Core staff,90000.0
5113852,Male,1,Working,Secondary / secondary special,Civil marriage,House / apartment,Sales staff,90000.0
6273453,Female,1,Working,Secondary / secondary special,Married,Municipal apartment,Sales staff,90000.0
5702396,Female,1,Working,Secondary / secondary special,Separated,House / apartment,Private service staff,90000.0
6781858,Female,1,Working,Secondary / secondary special,Married,With parents,Security staff,90000.0
5742343,Male,1,Working,Secondary / secondary special,Civil marriage,House / apartment,Core staff,90000.0
6259081,Female,1,Working,Higher education,Married,House / apartment,Sales staff,90000.0
6233295,Female,1,Working,Secondary / secondary special,Married,House / apartment,Cleaning staff,90000.0
6519198,Female,1,Working,Secondary / secondary special,Married,House / apartment,Core staff,90000.0
6099093,Male,1,Working,Secondary / secondary special,Married,House / apartment,Cleaning staff,90000.0
6209417,Female,1,Working,Higher education,Married,House / apartment,Sales staff,90000.0
6519191,Female,1,Working,Secondary / secondary special,Married,House / apartment,Core staff,90000.0
5951614,Female,1,Working,Secondary / secondary special,Married,House / apartment,Core staff,90000.0
6232960,Female,1,Working,Secondary / secondary special,Married,With parents,Security staff,90000.0
6232959,Female,1,Working,Secondary / secondary special,Married,With parents,Security staff,90000.0
6098820,Female,1,Working,Secondary / secondary special,Civil marriage,With parents,Cleaning staff,90000.0
6519200,Female,1,Working,Secondary / secondary special,Married,House / apartment,Core staff,90000.0
5727445,Female,1,Working,Secondary / secondary special,Married,House / apartment,Core staff,90000.0
5951611,Female,1,Working,Secondary / secondary special,Married,House / apartment,Core staff,90000.0
6519194,Female,1,Working,Secondary / secondary special,Married,House / apartment,Core staff,90000.0
6259086,Female,1,Working,Higher education,Married,House / apartment,Sales staff,90000.0
5169559,Female,1,Working,Secondary / secondary special,Married,House / apartment,Sales staff,90000.0
6233298,Female,1,Working,Secondary / secondary special,Married,House / apartment,Cleaning staff,90000.0
6233304,Female,1,Working,Secondary / secondary special,Married,House / apartment,Cleaning staff,90000.0
6519714,Female,1,Working,Secondary / secondary special,Married,House / apartment,Sales staff,90000.0
6233299,Female,1,Working,Secondary / secondary special,Married,House / apartment,Cleaning staff,90000.0
6730183,Female,1,Working,Secondary / secondary special,Married,House / apartment,Private service staff,81000.0
6730184,Female,1,Working,Secondary / secondary special,Married,House / apartment,Private service staff,81000.0
5919433,Male,1,Working,Secondary / secondary special,Single / not married,House / apartment,High skill tech staff,76500.0
5919432,Male,1,Working,Secondary / secondary special,Single / not married,House / apartment,High skill tech staff,76500.0
5738815,Female,1,Working,Secondary / secondary special,Separated,House / apartment,Medicine staff,76500.0
5542245,Female,1,Working,Secondary / secondary special,Separated,House / apartment,Medicine staff,76500.0
5759639,Female,1,Working,Higher education,Married,House / apartment,Core staff,72000.0
5626688,Female,1,Working,Secondary / secondary special,Married,House / apartment,Waiters/barmen staff,67500.0
6659178,Female,1,Working,Secondary / secondary special,Married,House / apartment,Core staff,67500.0
5113171,Female,1,Working,Secondary / secondary special,Married,House / apartment,Cooking staff,67500.0
6659184,Female,1,Working,Secondary / secondary special,Married,House / apartment,Core staff,67500.0
5021814,Female,1,Working,Secondary / secondary special,Married,House / apartment,Cooking staff,67500.0
5193900,Female,1,Working,Higher education,Married,House / apartment,Sales staff,67500.0
6659179,Female,1,Working,Secondary / secondary special,Married,House / apartment,Core staff,67500.0
5936326,Male,1,Working,Secondary / secondary special,Married,House / apartment,Security staff,40500.0
